,Post,preprocess_txt,total_len,pos_count,neg_count,sentiment
91,"We #atthelab held a group first AI Summit consisting of an #AI #workship, an AI #hackathon, and a #forum, featuring industry experts and enthusiasts in the world of #digitaltransformation.

    As part of the #AI Hackathon we would like to CONGRATULATE Team Unicorn’ from Bangladesh, securing 3rd place and taking home the #prize of $ 3,000 sponsored by Dell Technologies.

    A great effort by Yeaminul Islam, Ifaz Ahmed Aflan, Syed Ibna Zubayear Abid Hasan Muin, and K.M. Mehedi Hasan Sonet.","['atthelab', 'held', 'group', 'first', 'ai', 'summit', 'consisting', 'ai', 'workship', 'ai', 'hackathon', 'forum', 'featuring', 'industry', 'expert', 'enthusiast', 'world', 'digitaltransformation', 'part', 'ai', 'hackathon', 'would', 'like', 'congratulate', 'team', 'unicorn', 'bangladesh', 'securing', 'rd', 'place', 'taking', 'home', 'prize', 'sponsored', 'dell', 'technology', 'great', 'effort', 'yeaminul', 'islam', 'ifaz', 'ahmed', 'aflan', 'syed', 'ibna', 'zubayear', 'abid', 'hasan', 'muin', 'k', 'mehedi', 'hasan', 'sonet']",53,5,0,0.09
92,"Congratulations !! to Dell Technologies
    
    GWFM is proud to present the “Disruptive International WFM Award 2022” to the DELL Technologies team for demonstrating disruptive solutions to their business problems during the 48 hours of the Marathon International WFM Innovation Hackathon.
    
    Presented on International WFM Professionals Day 27th June 2022.  

    Well done Subhashini Balakrishnan and your team
    Karthick Putane Naveen Kumar MN

    Appreciate Meghan Johnson for your extended support and encouragement for the team to explore new innovations in WFM

    Sincere Gratitude to Distinguished mentor Prashant Ved for coaching and mentoring the team.

    Shiva Kumar. R. PhD (Workforce Management). DTM. GWFM®
    #gwfm #wfminnovation #wfmhackathon #dellwfminnovation #gwfmhackathon #newinnovation #wfminnovation","['congratulation', 'dell', 'technology', 'gwfm', 'proud', 'present', 'disruptive', 'international', 'wfm', 'award', 'dell', 'technology', 'team', 'demonstrating', 'disruptive', 'solution', 'business', 'problem', 'hour', 'marathon', 'international', 'wfm', 'innovation', 'hackathon', 'presented', 'international', 'wfm', 'professional', 'day', 'th', 'june', 'well', 'done', 'subhashini', 'balakrishnan', 'team', 'karthick', 'putane', 'naveen', 'kumar', 'mn', 'appreciate', 'meghan', 'johnson', 'extended', 'support', 'encouragement', 'team', 'explore', 'new', 'innovation', 'wfm', 'sincere', 'gratitude', 'distinguished', 'mentor', 'prashant', 'ved', 'coaching', 'mentoring', 'team', 'shiva', 'kumar', 'r', 'phd', 'workforce', 'management', 'dtm', 'gwfm', 'gwfm', 'wfminnovation', 'wfmhackathon', 'dellwfminnovation', 'gwfmhackathon', 'newinnovation', 'wfminnovation']",76,12,3,0.12
93,"Alhamdulillah, I am extremely glad to share that I have completed my Certification of Web and Mobile App development from Saylani Mass IT Training Program and by the grace of Almighty Allah achieved #3rd_Position in the 12-hours Final Hackathon.
    I would like to pay gratitude especially to my teacher Muhammad Inzamam Malik who made it possible.
    I also want to thanks to my other trainers muhammad saad ali and Ghous Ahmed

    Special Thanks to Saylani Welfare International Trust for this opportunity❤❤🔥🔥

    Also Thanks to Dell and M&P for awarding 11th gen laptop ❤❤






    #smit #Saylani #PositionHolders #Dell #SaylaniHackathon #WebAndMobile
    #BashirAhmedFarooqi #developer
    #mernstackdeveloper #reactdeveloper #nodejsdeveloper","['alhamdulillah', 'extremely', 'glad', 'share', 'completed', 'certification', 'web', 'mobile', 'app', 'development', 'saylani', 'mass', 'training', 'program', 'grace', 'almighty', 'allah', 'achieved', 'rd', 'position', 'hour', 'final', 'hackathon', 'would', 'like', 'pay', 'gratitude', 'especially', 'teacher', 'muhammad', 'inzamam', 'malik', 'made', 'possible', 'also', 'want', 'thanks', 'trainer', 'muhammad', 'saad', 'ali', 'ghous', 'ahmed', 'special', 'thanks', 'saylani', 'welfare', 'international', 'trust', 'opportunity', 'also', 'thanks', 'dell', 'p', 'awarding', 'th', 'gen', 'laptop', 'smit', 'saylani', 'positionholders', 'dell', 'saylanihackathon', 'webandmobile', 'bashirahmedfarooqi', 'developer', 'mernstackdeveloper', 'reactdeveloper', 'nodejsdeveloper']",69,5,0,0.07
94,"Aaaaannndd we're done! We have completed the first RePublic High School hackathon with the LocalTek-Thrive students! Over 150 students participated in this hackathon led by Charles Apigian and the Belmont Data Collaborative on ""What Makes a SuperHost?"".

    Lena Winfree and I (Holly) saw students engaged with our volunteers and with each other, answering questions, and SOLVING PROBLEMS WITH DATA! Thank you so much to all of the Volunteers, RHS teachers, and #NashvilleTech community members that made this a success! We appreciate you!

    Amazon, Asurion, Fisk University, Tennessee State University, Belmont Data Collaborative, Nashville Software School, Adventure Science Center, Dell Technologies #community #data #techeducation #NashvilleTech

    Volunteers Not pictured:
    Kathryn R.
    Derek Jones, CSP
    Like TEN Fisk University students!!
    Allen Walker

    BIT-Nashville Board Members:
    Tamara Rogers
    Robert Tudor
    Derek Jones, CSP
    Sylvester Carstarphen
    Amy Henderson
    Charles Apigian
    Dana Ward
    Lennie Patterson","['aaaaannndd', 'done', 'completed', 'first', 'republic', 'high', 'school', 'hackathon', 'localtek', 'thrive', 'student', 'student', 'participated', 'hackathon', 'led', 'charles', 'apigian', 'belmont', 'data', 'collaborative', 'make', 'superhost', 'lena', 'winfree', 'holly', 'saw', 'student', 'engaged', 'volunteer', 'answering', 'question', 'solving', 'problem', 'data', 'thank', 'much', 'volunteer', 'rh', 'teacher', 'nashvilletech', 'community', 'member', 'made', 'success', 'appreciate', 'amazon', 'asurion', 'fisk', 'university', 'tennessee', 'state', 'university', 'belmont', 'data', 'collaborative', 'nashville', 'software', 'school', 'adventure', 'science', 'center', 'dell', 'technology', 'community', 'data', 'techeducation', 'nashvilletech', 'volunteer', 'pictured', 'kathryn', 'r', 'derek', 'jones', 'csp', 'like', 'ten', 'fisk', 'university', 'student', 'allen', 'walker', 'bit', 'nashville', 'board', 'member', 'tamara', 'rogers', 'robert', 'tudor', 'derek', 'jones', 'csp', 'sylvester', 'carstarphen', 'amy', 'henderson', 'charles', 'apigian', 'dana', 'ward', 'lennie', 'patterson']",102,6,1,0.05
95,"Ananthakumar Mani, Vice President - India, Capgemini, was recently invited as a Chief Guest to inaugurate the Smart India Hackathon 2022 - Software Edition, hosted by Presidency University Bangalore, at Nodal Center. A total of 33 teams with 215 participants from 3 companies/organizations competed over seven problem statements provided by the Government of Rajasthan, Dell Technologies, and MathWorks.
    #GetTheFutureYouWant","['ananthakumar', 'mani', 'vice', 'president', 'india', 'capgemini', 'recently', 'invited', 'chief', 'guest', 'inaugurate', 'smart', 'india', 'hackathon', 'software', 'edition', 'hosted', 'presidency', 'university', 'bangalore', 'nodal', 'center', 'total', 'team', 'participant', 'company', 'organization', 'competed', 'seven', 'problem', 'statement', 'provided', 'government', 'rajasthan', 'dell', 'technology', 'mathworks', 'getthefutureyouwant']",38,1,2,-0.03
96,"Today real impact was made. 150 juniors at RePublic High School participated in their first hackathon.

    They extrapolated real AirBnB data to determine “What makes a Super Host?”

    All the credit goes to Blacks In Technology - Nashville Holly Rachel Lena Winfree Belmont Data Collaborative Charles Apigian the amazing volunteers (too many to tag) and the companies/universities who donated to make it happen Dell Technologies Nashville Software School Asurion Amazon Fisk University","['today', 'real', 'impact', 'made', 'junior', 'republic', 'high', 'school', 'participated', 'first', 'hackathon', 'extrapolated', 'real', 'airbnb', 'data', 'determine', 'make', 'super', 'host', 'credit', 'go', 'black', 'technology', 'nashville', 'holly', 'rachel', 'lena', 'winfree', 'belmont', 'data', 'collaborative', 'charles', 'apigian', 'amazing', 'volunteer', 'many', 'tag', 'company', 'university', 'donated', 'make', 'happen', 'dell', 'technology', 'nashville', 'software', 'school', 'asurion', 'amazon', 'fisk', 'university']",51,2,0,0.04
97,"⭐ MEGA exciting neeeeeeews ⭐

    Academy of Entrepreneurs has partnered with Dell Technologies to create impact and rebuild the economy by empowering 100,000+ Students, Parents and Teachers in Australia with the entrepreneurial mindset, skills and network to solve the problems that COVID-19 has brought into our lives.

    What does that mean for you? 100% free masterclasses + hackathons this October-December!

    Click here to read all about it :)

    #BossYourFuture #BossYourEconomy","['mega', 'exciting', 'neeeeeeews', 'academy', 'entrepreneur', 'partnered', 'dell', 'technology', 'create', 'impact', 'rebuild', 'economy', 'empowering', 'student', 'parent', 'teacher', 'australia', 'entrepreneurial', 'mindset', 'skill', 'network', 'solve', 'problem', 'covid', 'brought', 'life', 'mean', 'free', 'masterclasses', 'hackathons', 'october', 'december', 'click', 'read', 'bossyourfuture', 'bossyoureconomy']",36,3,1,0.06
98,"I just received my new EMOTIV Insight 2. I participated in the Emotive Change - A BCI Hackathon in Support of People with Disabilities back in August 2021, and I won first place - working solely on the front-end, back-end, BCI, and Arduino hacking.

    I was offered the Emotiv Insight and Dell XPS as the prize, and I waited this long to get my hands on the new Insight 2. It's time to start working on multiplayer Brain-Computer Interfaces. Thank you, EMOTIV for the amazing gift.

    Watch out for this space and SkyBrain Neurotech for more updates on what we are working on and how we are changing the world using non-invasive neurotech.
    #bci #braincomputerinterface #humancomputerinterface #sciencefiction #reality #neurotech #force #yoda #skybrain #emotiv #emotivate #hackthon #skybrain #neurotech","['received', 'new', 'emotiv', 'insight', 'participated', 'emotive', 'change', 'bci', 'hackathon', 'support', 'people', 'disability', 'back', 'august', 'first', 'place', 'working', 'solely', 'front', 'end', 'back', 'end', 'bci', 'arduino', 'hacking', 'offered', 'emotiv', 'insight', 'dell', 'xps', 'prize', 'waited', 'long', 'get', 'hand', 'new', 'insight', 'time', 'start', 'working', 'multiplayer', 'brain', 'computer', 'interface', 'thank', 'emotiv', 'amazing', 'gift', 'watch', 'space', 'skybrain', 'neurotech', 'update', 'working', 'changing', 'world', 'using', 'non', 'invasive', 'neurotech', 'bci', 'braincomputerinterface', 'humancomputerinterface', 'sciencefiction', 'reality', 'neurotech', 'force', 'yoda', 'skybrain', 'emotiv', 'emotivate', 'hackthon', 'skybrain', 'neurotech']",74,4,1,0.04
99,"Girl Geek Academy turns 8 years old in 2022 and we shared our changemaker story with The Project last week(supported by Dell Technologies). April Staines, Lisy Kane, Amanda Watts, Tammy Bryant Butow and I formed Girl Geek Academy to change the ratio of the number of women and girls building the internet.

    Most recently we have partnered with Microsoft's incredible industry leaders championing the inclusion of women and girls: a massive shout out to Elizabeth Fuller, Matt Furse, Erica S. and Muskan N. for helping to bring fun technology and AI skills to Year 7-10 girls in ANZ every Monday and leading our mentoring program. If you know a high school girl or teacher: IT'S FREE! https://lnkd.in/djpr4ct2

    A BIG HAPPY BIRTHDAY TO GIRL GEEK ACADEMY! Here's a few memories to celebrate:

    🦄 It all started with #SheHacks, the world's first all women hackathon, in 2014, which has since seen wide support from across the startup sector.

    🦄 We then went on to build programs such as #MissMakesCode teaching girls coding from age 5 supported by the Australian Government and Victorian Government

    🦄 #SheMakesGames and our Games Career Incubator supported by VicScreen, changing the ratio of women in games (currently around 19% in Australia)

    🦄 Our children's book series written by Alex Miles & published by Penguin Random House Australia & New Zealand Holly Toohey have sold over 30,000 copies!

    🦄 The Gender Equality Game Jam supported by Victorian Health Promotion Foundation (VicHealth) & City of Port Phillip as part of Gender Equality through the Arts

    🦄 NAB and Dayle Stevens OAM for creating the Girl Geek in Residence program.

    🦄 The Rethink Pink school holiday programs in partnership with Sunsilk Unilever championed by Eliane Woolley

    🇼🇸 The launch of Girl Geek Academy Samoa by Tagiilima Neemia

    🇻🇺 #SheHacks Vanuatu led by Smart Sistas and Philemon Rodney, supported by Office of the Vanuatu Government Chief Information Officer (OGCIO) in collaboration with Vanuatu Telecommunications Radiocommunications and Broadcasting Regulator (TRBR) and @APT Young Professional and Students Programme (APTYPS) 2021.

    🚀 #SheFlies - we look forward to seeing gender equality in the skies alongside our ambassador Catherine B. and would you believe April is making a spacesuit right this very second 👩‍🚀

    To say the past few years has been tough would be a massive understatement (in fact I have COVID right now!). Many things have tried to take us out.

    But we are still here. 🤘

    To be honest, we wouldn't be if it wasn't for all of our partners (schools, governments, leading companies, people working in industry and the young people who join us) who come together to support the vision that we can create a more inclusive internet, built by diverse teams.

    And our team: thank you to Leura Smith, Rubii Red, Cherie Tan and Kate S. who keep the wheels on the bus every day.

    Those who back our vision early and often I will forever be thankful as we celebrate our cake day! 🎂","['girl', 'geek', 'academy', 'turn', 'year', 'old', 'shared', 'changemaker', 'story', 'project', 'last', 'week', 'supported', 'dell', 'technology', 'april', 'staines', 'lisy', 'kane', 'amanda', 'watt', 'tammy', 'bryant', 'butow', 'formed', 'girl', 'geek', 'academy', 'change', 'ratio', 'number', 'woman', 'girl', 'building', 'internet', 'recently', 'partnered', 'microsoft', 'incredible', 'industry', 'leader', 'championing', 'inclusion', 'woman', 'girl', 'massive', 'shout', 'elizabeth', 'fuller', 'matt', 'furse', 'erica', 'muskan', 'n', 'helping', 'bring', 'fun', 'technology', 'ai', 'skill', 'year', 'girl', 'anz', 'every', 'monday', 'leading', 'mentoring', 'program', 'know', 'high', 'school', 'girl', 'teacher', 'free', 'http', 'lnkd', 'djpr', 'ct', 'big', 'happy', 'birthday', 'girl', 'geek', 'academy', 'memory', 'celebrate', 'started', 'shehacks', 'world', 'first', 'woman', 'hackathon', 'since', 'seen', 'wide', 'support', 'across', 'startup', 'sector', 'went', 'build', 'program', 'missmakescode', 'teaching', 'girl', 'coding', 'age', 'supported', 'australian', 'government', 'victorian', 'government', 'shemakesgames', 'game', 'career', 'incubator', 'supported', 'vicscreen', 'changing', 'ratio', 'woman', 'game', 'currently', 'around', 'australia', 'child', 'book', 'series', 'written', 'alex', 'mile', 'published', 'penguin', 'random', 'house', 'australia', 'new', 'zealand', 'holly', 'toohey', 'sold', 'copy', 'gender', 'equality', 'game', 'jam', 'supported', 'victorian', 'health', 'promotion', 'foundation', 'vichealth', 'city', 'port', 'phillip', 'part', 'gender', 'equality', 'art', 'nab', 'dayle', 'stevens', 'oam', 'creating', 'girl', 'geek', 'residence', 'program', 'rethink', 'pink', 'school', 'holiday', 'program', 'partnership', 'sunsilk', 'unilever', 'championed', 'eliane', 'woolley', 'launch', 'girl', 'geek', 'academy', 'samoa', 'tagiilima', 'neemia', 'shehacks', 'vanuatu', 'led', 'smart', 'sistas', 'philemon', 'rodney', 'supported', 'office', 'vanuatu', 'government', 'chief', 'information', 'officer', 'ogcio', 'collaboration', 'vanuatu', 'telecommunication', 'radiocommunication', 'broadcasting', 'regulator', 'trbr', 'apt', 'young', 'professional', 'student', 'programme', 'aptyps', 'sheflies', 'look', 'forward', 'seeing', 'gender', 'equality', 'sky', 'alongside', 'ambassador', 'catherine', 'b', 'would', 'believe', 'april', 'making', 'spacesuit', 'right', 'second', 'say', 'past', 'year', 'tough', 'would', 'massive', 'understatement', 'fact', 'covid', 'right', 'many', 'thing', 'tried', 'take', 'u', 'still', 'honest', 'partner', 'school', 'government', 'leading', 'company', 'people', 'working', 'industry', 'young', 'people', 'join', 'u', 'come', 'together', 'support', 'vision', 'create', 'inclusive', 'internet', 'built', 'diverse', 'team', 'team', 'thank', 'leura', 'smith', 'rubii', 'red', 'cherie', 'tan', 'kate', 'keep', 'wheel', 'bus', 'every', 'day', 'back', 'vision', 'early', 'often', 'forever', 'thankful', 'celebrate', 'cake', 'day']",294,25,1,0.08
100,"""No one can whistle a symphony. It takes a whole orchestra to play it.""
    Greeting Connections,
    I am thrilled to announce that my team #SwasthyaVardhak has won the #smartindiahackathon2022 in the grand finale held at Presidency University Bangalore. We worked on the Problem Statement given by Dell Technologies to recognize, understand and digitize the doctor's handwriting. Hence we created a mobile application that digitizes handwritten prescriptions, doctor notes, and lab reports by converting images into machine-readable format via Machine Learning Models.
    It was a vivid experience where we worked hard and sleeplessly for 36+ hours. Our journey had crests and troughs right from the beginning, from being waitlisted in the internal SIH to having two problem statements selected for the Hackathon. We faced many challenges like; hunting datasets, missing documentation of the technologies, and crashing of the online platform, which supported our Machine learning model during the final demonstration. But we endured the grind and implemented solutions and objectives as suggested by the Jury. The teamwork, compassion, and unwavering will made us the Winners.
    My earnest gratitude to my team, which worked together to make this win possible.
    Ayushi Gautam, the member who worked hard as a team player; and had the dynamism to handle any problem in need of the hour.
    Bhavya Agrawal, the composed member with optimistic confidence, made every possible feature in the application with consistent efforts.
    Garima Saroj, the member who brought the whole team together, worked in every aspect to put the work on the table.
    MANISH KUMAR RAI, the member who always boosts morale and works to bring coordination to our efforts.
    Yash Deep, the member who brought all theoretical aspects to life with ease; and had the resolve to deliver work on time.
    I want to thank our evaluators, Upanshu Singhal, Eshan N., and KIRAN KALE, for their motivation, appreciation, suggestions, and guidance throughout the Hackathon, with their captivating enthusiasm, aura, and unparalleled wisdom that made us realize our true potential.
    A special thank you to our mentors, Dr. Pratima Singh, and lucknesh kumar, for their constant guidance and backing.
    It was a memorable journey. I am looking forward to more such experiences.

    #smartindiahackathon2022 #machinelearning #flutter #healthcare #sih2022 #teameffort #dell  #innovation #aatmanirbharbharat #swasthyavardhak #grandfinale #technology #dell #hackathon #delltechnologies #innovation #bangalore","['one', 'whistle', 'symphony', 'take', 'whole', 'orchestra', 'play', 'greeting', 'connection', 'thrilled', 'announce', 'team', 'swasthyavardhak', 'smartindiahackathon', 'grand', 'finale', 'held', 'presidency', 'university', 'bangalore', 'worked', 'problem', 'statement', 'given', 'dell', 'technology', 'recognize', 'understand', 'digitize', 'doctor', 'handwriting', 'hence', 'created', 'mobile', 'application', 'digitizes', 'handwritten', 'prescription', 'doctor', 'note', 'lab', 'report', 'converting', 'image', 'machine', 'readable', 'format', 'via', 'machine', 'learning', 'model', 'vivid', 'experience', 'worked', 'hard', 'sleeplessly', 'hour', 'journey', 'crest', 'trough', 'right', 'beginning', 'waitlisted', 'internal', 'sih', 'two', 'problem', 'statement', 'selected', 'hackathon', 'faced', 'many', 'challenge', 'like', 'hunting', 'datasets', 'missing', 'documentation', 'technology', 'crashing', 'online', 'platform', 'supported', 'machine', 'learning', 'model', 'final', 'demonstration', 'endured', 'grind', 'implemented', 'solution', 'objective', 'suggested', 'jury', 'teamwork', 'compassion', 'unwavering', 'made', 'u', 'winner', 'earnest', 'gratitude', 'team', 'worked', 'together', 'make', 'win', 'possible', 'ayushi', 'gautam', 'member', 'worked', 'hard', 'team', 'player', 'dynamism', 'handle', 'problem', 'need', 'hour', 'bhavya', 'agrawal', 'composed', 'member', 'optimistic', 'confidence', 'made', 'every', 'possible', 'feature', 'application', 'consistent', 'effort', 'garima', 'saroj', 'member', 'brought', 'whole', 'team', 'together', 'worked', 'every', 'aspect', 'put', 'work', 'table', 'manish', 'kumar', 'rai', 'member', 'always', 'boost', 'morale', 'work', 'bring', 'coordination', 'effort', 'yash', 'deep', 'member', 'brought', 'theoretical', 'aspect', 'life', 'ease', 'resolve', 'deliver', 'work', 'time', 'want', 'thank', 'evaluator', 'upanshu', 'singhal', 'eshan', 'n', 'kiran', 'kale', 'motivation', 'appreciation', 'suggestion', 'guidance', 'throughout', 'hackathon', 'captivating', 'enthusiasm', 'aura', 'unparalleled', 'wisdom', 'made', 'u', 'realize', 'true', 'potential', 'special', 'thank', 'mentor', 'dr', 'pratima', 'singh', 'lucknesh', 'kumar', 'constant', 'guidance', 'backing', 'memorable', 'journey', 'looking', 'forward', 'experience', 'smartindiahackathon', 'machinelearning', 'flutter', 'healthcare', 'sih', 'teameffort', 'dell', 'innovation', 'aatmanirbharbharat', 'swasthyavardhak', 'grandfinale', 'technology', 'dell', 'hackathon', 'delltechnologies', 'innovation', 'bangalore']",228,38,7,0.14
101,"American Business Council Nigeria held the 2nd Cybersecurity Conference Event titled '' Strengthening Nigeria's Cybersecurity Ecosystem and Protecting Today's Hybrid Workplace'' in partnership with the Ministry of Communication and Digital Economy, and Office of the National Security Adviser. Over 250 people attended. The Honourable Minister of Communication and Digital Economy Professor Isa Pantami and Her Excellency, Minister for ICT & Innovation Rwanda, H.E Paula Ingabire, the Director General of NITDA Kashifu Inuwa Abdullahi, Major - General Samad Akesode, Director of Communication of Office of the National Security Adviser, Directors from the Ministry of Justice, Education, Coursera and the Economic and Financial Crime Tribunal shared their valuable insights on panels . Private sector partners include speakers from Microsoft, Google, Dell and the Lagos Business School The Honourable Minister Professor Isa Ali Ibrahim ( Pantami) the key note speaker noted that When it comes to strengthening Nigeria cybersecurity ecosystem, the country has greatly improved. Nigeria ranked 57 out of 175 countries in 2018 on the Global Security Index. By 2020, Nigeria's ranking went up to number 47 out of 194, which yielded a positive outlook. The Honourable Minister also announced the winners of the 2022 Hackathon and commended the over 30 teams who participated in the competition. The US Ambassador Mary Beth Leonard in her opening remark notes, stressed the commitment of the US to the eschewing Cybercrimes globally and working with key stakeholders like American Business Council in highlighting meaningful discussions on Cybersecurity.","['american', 'business', 'council', 'nigeria', 'held', 'nd', 'cybersecurity', 'conference', 'event', 'titled', 'strengthening', 'nigeria', 'cybersecurity', 'ecosystem', 'protecting', 'today', 'hybrid', 'workplace', 'partnership', 'ministry', 'communication', 'digital', 'economy', 'office', 'national', 'security', 'adviser', 'people', 'attended', 'honourable', 'minister', 'communication', 'digital', 'economy', 'professor', 'isa', 'pantami', 'excellency', 'minister', 'ict', 'innovation', 'rwanda', 'h', 'e', 'paula', 'ingabire', 'director', 'general', 'nitda', 'kashifu', 'inuwa', 'abdullahi', 'major', 'general', 'samad', 'akesode', 'director', 'communication', 'office', 'national', 'security', 'adviser', 'director', 'ministry', 'justice', 'education', 'coursera', 'economic', 'financial', 'crime', 'tribunal', 'shared', 'valuable', 'insight', 'panel', 'private', 'sector', 'partner', 'include', 'speaker', 'microsoft', 'google', 'dell', 'lagos', 'business', 'school', 'honourable', 'minister', 'professor', 'isa', 'ali', 'ibrahim', 'pantami', 'key', 'note', 'speaker', 'noted', 'come', 'strengthening', 'nigeria', 'cybersecurity', 'ecosystem', 'country', 'greatly', 'improved', 'nigeria', 'ranked', 'country', 'global', 'security', 'index', 'nigeria', 'ranking', 'went', 'number', 'yielded', 'positive', 'outlook', 'honourable', 'minister', 'also', 'announced', 'winner', 'hackathon', 'commended', 'team', 'participated', 'competition', 'u', 'ambassador', 'mary', 'beth', 'leonard', 'opening', 'remark', 'note', 'stressed', 'commitment', 'u', 'eschewing', 'cybercrime', 'globally', 'working', 'key', 'stakeholder', 'like', 'american', 'business', 'council', 'highlighting', 'meaningful', 'discussion', 'cybersecurity']",153,9,1,0.05
102,"The real test of learning is the assurance of skills and the real test of skills is demonstrated in a live audience with industry hiring managers!

    We want to invite you to join the Skillathon (skill hackathon)
    At the Institute of Product Leadership, we replaced examinations with Skillathons and studying with ""learning by doing"".

    Our jury members are- Praveen Sheethalnath, VP of Products at DataWeave, Mahuya Ghosh, Director - Product Line Manager at Dell Technologies, and Charitra Agrawal, Director-Product Management at Digital.ai.

    Our International Certificate In Product Management cohort will present their innovative solutions and you get to not just witness it live but vote and choose the winner!

    Register Now- https://lnkd.in/gSgPYc-B

    #productmanagement #dataanalytics #innovation #data #experience #work #experience #businessanalytics #valueproposition #learning #analytics #RethinkGenericMBA","['real', 'test', 'learning', 'assurance', 'skill', 'real', 'test', 'skill', 'demonstrated', 'live', 'audience', 'industry', 'hiring', 'manager', 'want', 'invite', 'join', 'skillathon', 'skill', 'hackathon', 'institute', 'product', 'leadership', 'replaced', 'examination', 'skillathons', 'studying', 'learning', 'jury', 'member', 'praveen', 'sheethalnath', 'vp', 'product', 'dataweave', 'mahuya', 'ghosh', 'director', 'product', 'line', 'manager', 'dell', 'technology', 'charitra', 'agrawal', 'director', 'product', 'management', 'digital', 'ai', 'international', 'certificate', 'product', 'management', 'cohort', 'present', 'innovative', 'solution', 'get', 'witness', 'live', 'vote', 'choose', 'winner', 'register', 'http', 'lnkd', 'gsgpyc', 'b', 'productmanagement', 'dataanalytics', 'innovation', 'data', 'experience', 'work', 'experience', 'businessanalytics', 'valueproposition', 'learning', 'analytics', 'rethinkgenericmba']",81,8,0,0.1
103,"Bear market? What bear market? You wouldn't be able to tell from the night we just had! An amazing Sydney Web3 Summit at Fishburners finished up last night and it really showed just how much the #community comes together and is interested in the opportunities that #blockchain tech can provide across a variety of industries. It was so much fun to MC this one, especially given just how many people we had in person (over 100 for sure) and the folks online too. Sydney really showed up!

    We heard from some amazing speakers and pitches and we even got some crowd interactivity with the voting to get the 4 semi-finalists down to 2. It was a tense and close competition but Harrison Dell and Ash van der Spuy won the $10k prize with their SAFT product JubiDAO (which may or may not see a name change to just Jubi) with a close 2nd from Nilu Kulasingham and his bug bounty platform, Bounti. Also thank you to Steve Nouri and Janson Lim of Hackmakers, bringing their successful hackathon product to market and Caleb Heard showing the crowd what DAOs can do for politics with DAOmocracy.

    A big thank you to Mike Angell of Wurtulla who stood up the prize and big thanks to sponsors Independent Reserve KPMG Australia NotCentralised (the folks behind the Australian DeFi Association). Most of all a big thank you to the brainchild of all this 🌳 Sam Joel at GiveTree who rallied so many amazing people, who all came together to put on this show and hopefully, it’s the first of many more to come. Kylie Little Peter Xing - many more of these to come please! Thanks Man Yiu LEE Jemima Wrigley for the space

    There’s more videos to come out I’m sure (and photos) but also thanks to my co-hosts (John Siderides and Nicholas Bishop CFA) and thanks to our distinguished panellists Fred Schebesta Stephanie Bazley Patricia Haueiss Chris Elias Jemma Xu 许佳莹 Oliver Digby Howie Zhang Sami Tauber Joel Moore Arturo R. James Coombes Clem Oh ☁️Mitchell Board Mitchell Travers Priscilla Koukoui","['bear', 'market', 'bear', 'market', 'able', 'tell', 'night', 'amazing', 'sydney', 'web', 'summit', 'fishburners', 'finished', 'last', 'night', 'really', 'showed', 'much', 'community', 'come', 'together', 'interested', 'opportunity', 'blockchain', 'tech', 'provide', 'across', 'variety', 'industry', 'much', 'fun', 'mc', 'one', 'especially', 'given', 'many', 'people', 'person', 'sure', 'folk', 'online', 'sydney', 'really', 'showed', 'heard', 'amazing', 'speaker', 'pitch', 'even', 'got', 'crowd', 'interactivity', 'voting', 'get', 'semi', 'finalist', 'tense', 'close', 'competition', 'harrison', 'dell', 'ash', 'van', 'der', 'spuy', 'k', 'prize', 'saft', 'product', 'jubidao', 'may', 'may', 'see', 'name', 'change', 'jubi', 'close', 'nd', 'nilu', 'kulasingham', 'bug', 'bounty', 'platform', 'bounti', 'also', 'thank', 'steve', 'nouri', 'janson', 'lim', 'hackmakers', 'bringing', 'successful', 'hackathon', 'product', 'market', 'caleb', 'heard', 'showing', 'crowd', 'daos', 'politics', 'daomocracy', 'big', 'thank', 'mike', 'angell', 'wurtulla', 'stood', 'prize', 'big', 'thanks', 'sponsor', 'independent', 'reserve', 'kpmg', 'australia', 'notcentralised', 'folk', 'behind', 'australian', 'defi', 'association', 'big', 'thank', 'brainchild', 'sam', 'joel', 'givetree', 'rallied', 'many', 'amazing', 'people', 'came', 'together', 'put', 'show', 'hopefully', 'first', 'many', 'come', 'kylie', 'little', 'peter', 'xing', 'many', 'come', 'please', 'thanks', 'man', 'yiu', 'lee', 'jemima', 'wrigley', 'space', 'video', 'come', 'sure', 'photo', 'also', 'thanks', 'co', 'host', 'john', 'siderides', 'nicholas', 'bishop', 'cfa', 'thanks', 'distinguished', 'panellist', 'fred', 'schebesta', 'stephanie', 'bazley', 'patricia', 'haueiss', 'chris', 'elia', 'jemma', 'xu', 'oliver', 'digby', 'howie', 'zhang', 'sami', 'tauber', 'joel', 'moore', 'arturo', 'r', 'james', 'coombes', 'clem', 'oh', 'mitchell', 'board', 'mitchell', 'travers', 'priscilla', 'koukoui']",201,12,2,0.05
